Reviews,Pos Office Branch,User,Reviews,Rate,tanggal_review
paket nyasar karna salah kode pos kantor pos langsung ketemu petutidaks suruh besoke datang ambil barang di kantor pos cabang keesokean hari antar kurir jadi perlu datang kantor terimakasih petutidaks kurir  ,kantorpos samarinda,aldo kurniawan,"paket nyasar karna salah kode pos, sampai kantor pos langsung ketemu petugas disuruh besok datang untuk diambil karena barang masih di kantor pos cabang, keesokan harinya diantar kurir jadi ga perlu datang ke kantor, terimakasih buat petugas dan kurirnya 🙏 …",5,2025-07-11
layan kurir pos kargo parah masa surabaya dari tangtidakl 17 tangtidakl 21 baru berantidakatkan banjarmasin trus sampe banjarmasin baru tgl 25 sampai ini tgl 27 februari belum terima pesan samarinda jera jera jera pke pos,kantorpos samarinda,murdani renault,"pelayanan kurir pos kargo parah masa dr surabaya
dr tanggal 17 di tanggal 21 baru di berangkatkan ke banjarmasin,trus sampe banjarmasin baru tgl 25 dan sampai saat ini di tgl 27 februari saya belum di terima  pesanan di samarinda.
jera jera jera pke pos",1,2025-03-11
tukang parkir padahal bumn harus gratis parkir masa kalah sama indomaret,kantorpos samarinda,ronny hidayat,"ada tukang parkirnya, padahal bumn, harusnya gratis parkir, masa kalah sama indomaret.",1,2025-03-11
paket 3 kali status antar luar batas antar2 jadwal tidak jg hubung telpon terima,kantorpos samarinda,sulthon fathoni,"paket sudah 3 kali statusnya tidak diantar karena diluar batas antar2 terjadwal.
tidak ada jg yg hubungi ke telpon penerima.",1,2025-02-11
brg smpe 3 hari di antar,kantorpos samarinda,melinda yunira pusung,"brg smpe 3 hari ga di antar""",1,2025-07-11
layan kantor pos ini santidakt baik mampu saing dentidakn jasa pwngiriman lain bicara hartidak anda akan dapat pilih hartidak kirim santidakt murah guna jasa pos indonesia kirim barang anda,kantorpos samarinda,ahmad nurrofiq,"pelayanan kantor pos saat ini sangat baik, mampu bersaing dengan jasa pwngiriman yang lain. jika anda berbicara harga, anda akan mendapatkan pilihan harga pengiriman yang sangat murah jika menggunakan jasa pos indonesia untuk mengirimkan barang anda.",4,2017-08-11
layan ramah petidakwainya baikkk pollll  ,kantorpos samarinda,azidah,"pelayanan ramah, pegawainya baikkk pollll 😁 …",5,2025-06-11
keren kantor pos udah renov  di parkir ada jasa service tidaknti oli astra lumayan murah dari pada bentidakel jelas,kantorpos samarinda,bams bams,"keren kantor posnya udah di renov ✔
di parkirannya lagi ada jasa service, ganti oli dll dari astra ✔lumayan murah dari pada ke bengkel ga jelas.",5,2018-08-11
layan publik koke jam 8 00 wita lokeetnya baru buka pun baru 2 org petidakwai turun malu donk dentidakn kantor layan publik lain,kantorpos samarinda,andi syamsu alam,"pelayanan publik kok, jam 8.00 wita loketnya baru buka, itu pun baru 2 org pegawai yg turun. malu donk dengan kantor pelayanan publik yg lain.",1,2023-08-11
semotidak jadi kebangtidakan masyarakat indonesia  ,kantorpos samarinda,ramadhan ikaskar,semoga menjadi kebanggaan masyarakat indonesia 😊 …,5,2025-02-11
lama sekali kesini bagus sekali layan sekarsng,kantorpos samarinda,novy 3ifana,lama sekali tidak kesini bagus sekali pelayanan sekarsng,5,2025-07-28
kan kerja ya usaha punya sop layan publik ramah jatidak lokeet semua ada ramah ramah yaampun minimal senyum kek ditintidakatkan ya untuk layan bintang 1 ,kantorpos samarinda,novie andreani,"kan pekerja ya, perusahaan pun punya sop apalagi utk pelayanan publik harus ramah. yg jaga loket semua ga ada ramah ramahnya yaampun. minimal senyum kek🙏🏻 ditingkatkan lagi ya utk pelayanannya bintang 1 …",1,2024-10-11
layan nya kurang ramah mbak nya masa bentak nenek mau nanya soal narik duit kn aneh,kantorpos samarinda,fery ardi fery,"pelayan nya kurang ramah mbak nya, masa bentak nenek² yg mau nanya soal narik duit aja kn aneh",1,2025-01-11
kenapa yahh paket cuman sini mulai tangtidakl 21  kalo kewalahan tambah petidakwai sajaa kirim terima tunggu paket datang terima kasih,kantorpos samarinda,ila aksari,ini kenapa yahh paketku cuman sampai disini mulai tanggal 21 ? kalo kewalahan tambah pegawai ajaa daripada pengirim/penerima tunggu paket tidak datang-datang. terima kasih!,1,2024-10-11
nomor antri banyak lokeet masih ada staffnya tidak terima layan alih 1 lokeet ssaja ramah petutidaksnya minus mohon baik pos indonesia wilayah samarinda bumn loh ini,kantorpos samarinda,angga willem,"gak ada nomor antrian,
banyak loket yang masih ada staffnya tapi tidak menerima layanan. dialihkan ke 1 loket saja. keramahan petugasnya minus.

mohon bisa diperbaiki pos indonesia wilayah samarinda, bumn loh ini🙃🙃",1,2024-08-11
santidakt buruk layan santidakt lambat,kantorpos samarinda,ari renaldi,sangat buruk pelayanan sangat lambat,1,2025-03-11
layan cepat toop,kantorpos samarinda,fadli muzakki,"pelayanan cepat, toop",5,2025-07-14
makin lama layan bukan makin bagus malah makin ntidaksal nomor antri tidakada lagi pagi dtang jam 9 kasir cuma 1 antri ampun an,kantorpos samarinda,nur arifin,"makin lama pelayanan bukan makin bagus malah makin ngasal,nomor antri gaada lagi,pagi dtang jam 9 kasirnya cuma 1 antrinya ampun""an",1,2023-08-11
layan pernah ramah kantor pos ini petidakwainya punya senyum pernah mengucaplikasian terima kasih padahal layan publik parah petidakwainya,kantorpos samarinda,ardiansyah celebez,"pelayanan tidak pernah ramah dikantor pos ini
pegawainya tidak punya senyuman tidak pernah mengucapkan terima kasih padahal ini pelayanan publik
parah para pegawainya",1,2024-08-11
bangun lama jadul parah dentidakn areal parkir sempit santidakt disayantidakan padahal buah ibukota provinsi hadap suntidaki jadi ikon kota tepi semotidak segera bangun gedung baru metidakh sesuai dentidakn perkembantidakn ibukota kaltim semotidak dapat perhati tks wssalam,kantorpos samarinda,ibam ibrahim,"bangunan lama dan jadul diperparah dengan areal parkir sempit.
sangat disayangkan padahal ada disebuah ibukota provinsi dan menghadap sungai yang menjadi ikon kota tepian. semoga segera dibangun gedung baru dan megah sesuai dengan perkembangan ibukota kaltim
semoga mendapat perhatian
tks. wssalam",2,2020-08-11
salah satu kurir mau antar barang alamat terima cod malah customer suruh ambil paket di kantor pusat ontidakirnya mahal saya rugi ontidakir sistem cod mohon layan sbg kurir,kantorpos samarinda,sakura tv,"salah satu kurirnya tidak mau antar barang ke alamat penerima cod, malah customer saya di suruh ambil paket di kantor pusat. ongkirnya sudah mahal pula saya rugi ongkir krn sistem cod. mohon pelayanannya sbg kurir",1,2021-08-11
salah satu tempat layan publik untuk jasa expedisi kirim barang kirim dokeumen surat lamar masih banyak lain letak tentidakh kota tidak jauh pasar pagi hadap dentidakn suntidaki mahakam,kantorpos samarinda,noldi aldi,"salah satu tempat untuk pelayanan publik, yaitu untuk jasa expedisi, pengiriman barang, pengiriman dokumen seperti surat lamaran, dan masih banyak yang lain dan terletak di tengah kota, dan tidak jauh dari pasar pagi dan berhadapan dengan sungai mahakam.",4,2018-08-11
ceck resi kirim barang tiba d samarinda lama 4hari tp blm dkirim ceck setatus terima padahal barang blm di antar saya terima sekarang baik layan,kantorpos samarinda,andrian syah,"ceck resi pengiriman barang sdh tiba d samarinda selama 4hari tp blm dkirim, di ceck kembali setatus sudah di terima, padahal barang blm di antar dan saya terima sampai sekarang.
perbaiki pelayanan.",1,2022-08-11
mau kirim uang dsuruh tunggu pertidakntian shift dulu pdhl setgh jam lebih mnggu harus seribet itu layan,kantorpos samarinda,mas dians,"mau kirim uang dsuruh tunggu pergantian shift dulu pdhl sudah setgh jam lebih mnggu!!
harus seribet itukah pelayannya??",2,2023-08-11
kirim barang 19 mei sampe sekarang 9 juni blm sampe cek resi udah terima atas nama 9 juni tp nrima apa2 telp kantor pos pusat samarinda puluh puluh kali tidak diantidakat,kantorpos samarinda,a . kholifatunnisa,kirim barang dari 19 mei sampe sekarang 9 juni blm sampe. cek resi udah diterima atas nama saya 9 juni...tp saya gak nrima apa2. telp kantor pos pusat samarinda berpuluh puluh kali gak diangkat.,1,2018-08-11
pernah hits zaman walaupun populer masa lalu masih simpan banyak cerita tempat ini,kantorpos samarinda,rahmaniah tri,"pernah hits pada zamannya. walaupun tidak sepopuler di masa lalu, tetapi masih menyimpan banyak cerita di tempat ini.",5,2024-08-11
kantor pos pusat samarinda zaman kantor pos santidakt ramai kunjung dulu suka liat tukang lukis depan kantor pos kalo pas waktu dekat lebaran banyak jual kartu lebaran dulu ngucapin kartu lebaran guna surat waktu lama lalu he he,kantorpos samarinda,kang trisno,"kantor pos pusat di samarinda. pada zamannya kantor pos ini sangat ramai dikunjungi. dulu suka liat tukang lukis di depan kantor pos, kalo pas waktu mendekati lebaran banyak yg jual kartu lebaran. karena dulu ngucapin kartu lebaran masih menggunakan surat. waktu sudah lama berlalu he..he..",4,2019-08-11
santidakt kecewa barang kirim hp hilang curi barang udah tuju pekintidakn bagus lecet eh pas buka pekintidaknx barang cuman kotak hp n ada bekas sobek kotak hp tsb kira2 siapa  kariawannya cari lbih jujur pak kecewa sekali,kantorpos samarinda,key mix one,"sangat mengecewakan barang kiriman hp hilang {dicuri} barang udah sampai tujuan pekingan bagus tanpa lecet, eh pas dibuka pekinganx barang gk ada cuman kotak hp aja n ada bekas sobekan pada kotak hp tsb, kira2 siapa ?? kariawannya tolong cari yg lbih jujur pak, mengecewakan sekali",1,2017-08-11
paket kilat macam ap paket uda 9 hari datang datang nyesal leawat pos padahal pake pakat kilat khusus paling lambat 7 hari uda mau hari 10 paket mas antar pos indo makin tahun makin bagus ,kantorpos samarinda,dandi alimin,paket kilat macam ap ini paket saya uda 9 hari belum datang datang nyesal saya leawat pos padahal saya pake pakat kilat khusus paling lambat 7 hari ini uda mau hari 10 paket masi antaran pos indo makin tahun makin ga bagus👎👎👎 …,1,2021-08-11
apa mau mentidaklahkan saing swasta paket 10 hari kantor kota tuju antar antar mesti di ambil sendiri,kantorpos samarinda,prianto mi_note9,"seperti apa mau mengalahkan pesaing swasta, paket 10 hari di kantor kota tujuan ga di antar antar. mesti di ambil sendiri",1,2022-08-11
santidakt relevan bagi dana 1 planet org bagi berapa lurah per hari cuman 500 ribu doang hadehh dana bnyk korupsi,kantorpos samarinda,ryan,"sangat tidak relevan, pembagian dana aja 1 planet. org dibagi buat berapa kelurahan per hari. cuman 500 ribu doang hadehh, dananya aja bnyk dikorupsi",1,2023-08-11
ini paket tdk bsa d lacak  hub i no kantor pos g bsa  tolong d respon yah saya kmarin krim d kantor pos jln tidakja mada paket g bsa lacak pdahal paket pnting  berkas pt taspen,kantorpos samarinda,vita insani manik,"kenapa ini paket saya tdk bsa d lacak .. saya hub i no kantor posnya g bsa .

tolong d respon yah
saya kmarin krim d kantor pos jln gaja mada
paket g bsa saya lacak pdahal itu paket pnting . berkas untuk pt. taspen",1,2021-08-11
kalau barang rusak kantor pos jantidakn kirim terima harus langsung tidaknti rugi jantidakn malah nyalahin kantor pos kirim sudah tau rusak malah baik trus kirim terima,kantorpos samarinda,abdul karim,"kalau barang rusak di kantor pos jangan di kirim ke penerima, dan harusnya langsung ganti rugi jangan malah nyalahin kantor pos pengirimnya.
sudah tau rusak malah di perbaiki trus di kirim ke penerima",1,2019-08-11
paket batal terus dentidakn kurir hari padahl cuaca okeeh  miris bnget kurir,kantorpos samarinda,agungprastio _,"kenapa paket saya dibatalkan terus dengan kurir, udh  berhari padahl cuaca okeh , miris bnget kurirnya",1,2021-08-11
layan buruk pilih jasa kirim 3 hari baru tuju minggu bahkn pernah sampai 12 hari,kantorpos samarinda,muhammad noor ansyari,pelayanan buruk. saya memilih jasa pengiriman 3 hari. baru sampai tujuan seminggu bahkn pernah saya sampai 12 hari.,1,2018-08-11
terus laku baik ikan layan baik,kantorpos samarinda,fried potato,terus lakukan perbaikan dan berikan layanan terbaik,5,2024-08-11
maaf mau tanya kantor post pusat barang kirim desember 2021 ko baru antar sekarang dentidakn alas ada orang kantor bertanggungjawab,kantorpos samarinda,obed nego,maaf mau tanya ini kantor post di pusat barang di kirim dari desember 2021 ko baru di antar sekarang dengan alasan tidak ada orang di kantor. tidak bertanggungjawab,2,2022-08-11
kantor pos induk kantor pos besar samarinda biasa langsung ntidakmbil paket barang sini jika nunggu anter nambah 1 hari lagi,kantorpos samarinda,fathur rachim,"kantor pos induk (kantor pos besar) di samarinda, biasanya saya langsung ngambil paketan barang disini karena jika nunggu dianter bisa nambah 1 hari lagi.",5,2016-08-11
25 mei 2022 layan muas meja no 6 tanya tau apa2 tintidakt kan ,kantorpos samarinda,sugiarto sugi,"25 mei 2022, pelayanan tidak memuaskan, meja no.6 di tanya tidak tau apa2, tolong tingat kan !!",1,2022-08-11
layan semua layan pos bayar kirim dsb counternya cukup banyak jadi antri terlalu panjang,kantorpos samarinda,kang achi,"melayani semua layanan pos,pembayaran,pengiriman dsb, counternya cukup banyak jadi antrian tidak terlalu panjang",4,2017-08-11
dear kantor pos samarinda jantidakn cantum nomor telpon layan kalau telpon saat jam layan pernah diantidakat sama sekali kalian kecewa,kantorpos samarinda,ovita raisa,"dear kantor pos samarinda, jangan cantumkan nomor telpon pelayanan anda kalau ditelpon pada saat jam pelayanan tidak pernah diangkat sama sekali. kalian mengecewakan!",1,2017-08-11
kantor pos tanggung jawab minta kirim barang lewat laut malah kirim lewat udara hilang tidak tanggung jawab,kantorpos samarinda,riska lika,kantor pos tidak bertanggung jawab minta kirim barang lewat laut malah kirim lewat udara. hilang dan tidak bertanggung jawab,1,2024-08-11
barang kemaren di banjarmasin tgl 23 koq sekarang datang  mmg berapa hari banjarmasin smarinda,kantorpos samarinda,ricky saputra,"barang saya kemaren ada di banjarmasin tgl 23 koq sampai sekarang gak datang"" .. mmg berapa hari dari banjarmasin ke smarinda",1,2019-08-11
kapan paket daya antar mohon tangtidakpan nya nama fahmi ali no hp 085718065798,kantorpos samarinda,fahmi ali,"kapan ya paket daya di antar mohon tanggapan nya..
nama fahmi ali
no hp 085718065798",5,2021-08-11
mau nanya kira lama kirim kl leewat kanto pos brp hari smpenya samarinda sya nunggu minggu blm smpe jutidak,kantorpos samarinda,aisyah rahmadayanti,"mau nanya kira"" lama pengiriman kl leewat kanto pos ini brp hari ya smpenya ke samarinda? sya udh nunggu seminggu blm smpe"" juga",3,2018-08-11
barang pakai kue kering dentidakn ada kurang bagus pakai gigit tikus,kantorpos samarinda,neneng lacan,"barang saya pakaian dan kue kering sampai dengan keadaan kurang, bagus dan pakaian saya digigit tikus.",1,2022-08-11
layan ramah tempat luas  hartidaknya sedikit lbh murah expedisi lain,kantorpos samarinda,eza daresta,"pelayanannya ramah, tempatnya luas & harganya sedikit lbh murah dr expedisi lainnya",4,2018-08-11
murah riah hartidaknya pas kantong rasa jutidak enak kalah sm resto,kantorpos samarinda,ratna manuela,"murah meriah harganya dan pas di kantong, rasanya juga enak gak kalah sm di resto",3,2021-08-11
layan cukup baik jarang lama ntidakntri karyawannya cukup  ,kantorpos samarinda,wini ismiyani,"pelayanannya cukup baik, jarang lama ngantri karena karyawannya mencukupi. 👍 …",5,2017-08-11
paket ko sampai udah 8hari lih ,kantorpos samarinda,fitri safitri,"paket saya ko belum sampai"" ya udah 8hari lih ini ??",2,2018-08-11
ada satu no tlp bisa dihubungin baik kantor pusat cabang2nya,kantorpos samarinda,rina,"gak ada satupun no tlp yang bisa dihubungin, baik kantor pusat atau cabang2nya..",1,2017-08-11
karyawannya ramah layan bagus tempat bersih,kantorpos samarinda,romi wahid,"karyawannya ramah"" dan pelayanannya bagus dan tempatnya bersih",5,2020-08-11
tempat luas bersih layan baik cepat,kantorpos samarinda,hikmatul aliah,"tempat luas, bersih, pelayanan yg baik dan cepat",5,2020-08-11
muntidakin orang jutidak rasa yang sama,kantorpos samarinda,dimas heriawan,mungkin orang lain juga merasakan hal yg sama,1,2022-08-11
rutinitas pentidakntidakmbilan barang kirim daerah,kantorpos samarinda,muhamad ali ibrahim,rutinitas pengangambilan barang kiriman dari daerah lain,5,2023-08-11
nomor telpon bisa hubung kah kantor pos,kantorpos samarinda,eggi sugara pratama,ada nomor telpon yang bisa di hubungi kah? kantor pos,1,2022-08-11
kurang teliti packing barang,kantorpos samarinda,oliviani agustin,kurang teliti saat packing barang,1,2023-08-11
kantor pos pusat samarinda telpon puluh kali di jawab payah,kantorpos samarinda,redho vegara,kantor pos pusat samarinda di telpon puluhan kali gak di jawab.payah.,1,2019-08-11
top global layan buruk samarinda,kantorpos samarinda,ipin black,top global pelayanan buruk di samarinda,1,2024-08-11
layan baik,kantorpos samarinda,wenny,pelayanan tidak baik,1,2024-12-11
ngpain ksih no tlfn ntidak di hubung payahhhh,kantorpos samarinda,moh azis,ngpain di ksih no tlfn tapi ngk bisa di hubungi. payahhhh,2,2018-08-11
layan bagus sayang parkir bayar,kantorpos samarinda,ahmad mursyid nusuki,pelayanannya bagus tapi sayang parkirnya bayar,1,2018-08-11
mudah dijantidakau layan baik,kantorpos samarinda,hariyati sait,"mudah dijangkau, pelayanannya terbaik",5,2023-08-11
tetap tahan tentidakh ketat persaintidakn,kantorpos samarinda,dedhy doank,tetap bertahan di tengah ketatnya persaingan,5,2022-08-11
layan kurang baik,kantorpos samarinda,muhammad reza,pelayanannya kurang baik,1,2023-08-11
tempat bersih ruang tunggu nyaman layan ramah,kantorpos samarinda,amalia widya,"tempat bersih, ruang tunggu nyaman, pelayanan ramah",4,2020-08-11
kantor pos skarenag buka,kantorpos samarinda,ever blue,apakah kantor pos skrng buka?,5,2020-08-11
walaupun sepi layan tetep okee,kantorpos samarinda,niken bellani,walaupun sepi tapi pelayanannya tetep oke,5,2018-08-11
lokeasi strategis kalau malam cukup ramai,kantorpos samarinda,ruli retno,lokasi strategis. kalau malam cukup ramai,3,2018-08-11
layan muas karyawannya rmah,kantorpos samarinda,ema fatmawati,pelayanannya memuaskan dan karyawannya rmah,4,2018-08-11
